Sub,Block,Trial,SoundCategory,DistractorSound,SoundLabel,SoundID,SoundAccuracy,soundRT,AversiveRating
3,0,1,NA,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,5.293937922,0
3,0,2,NA,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,3.601128101,0
3,1,1,Oral_nasal,chewing_gum1.wav,CHEWING GUM,CHEWING GUM,1,3.282953024,5
3,1,2,Quiet,NA,NO SOUND,NO SOUND,1,3.439611197,0
3,1,3,Oral_nasal,clearing_throat3.wav,CLEARING THROAT,CLEARING THROAT,1,3.874370098,3
3,1,4,Non_oral_nasal,flipping_paper1.wav,FLIPPING PAPER,FLIPPING PAPER,1,5.677810192,3
3,1,5,Quiet,NA,NO SOUND,NO SOUND,1,2.420290709,0
3,1,6,Oral_nasal,chewing_gum2.wav,CHEWING GUM,CHEWING GUM,1,2.996296167,5
3,1,7,Oral_nasal,breathing1.wav,BREATHING,BREATHING,1,3.005404949,5
3,1,8,Oral_nasal,clearing_throat2.wav,CLEARING THROAT,CLEARING THROAT,1,2.612756968,2
3,1,9,Non_oral_nasal,dribbling_ball2.wav,DRIBBLING BALL,DRIBBLING BALL,1,3.890803337,1
3,1,10,Quiet,NA,NO SOUND,NO SOUND,1,3.677978039,0
3,1,11,Non_oral_nasal,dribbling_ball1.wav,DRIBBLING BALL,DRIBBLING BALL,1,2.738795996,0
3,1,12,Non_oral_nasal,flipping_paper2.wav,FLIPPING PAPER,FLIPPING PAPER,1,10.66082287,1
3,1,13,Non_oral_nasal,flipping_paper3.wav,FLIPPING PAPER,FLIPPING PAPER,1,2.774844885,2
3,1,14,Non_oral_nasal,cutting_food2.wav,CUTTING FOOD,CUTTING FOOD,1,4.175296068,2
3,1,15,Non_oral_nasal,cutting_food3.wav,CUTTING FOOD,CUTTING FOOD,1,2.088657856,1
3,1,16,Non_oral_nasal,typing3.wav,TYPING,TYPING,1,6.794250965,1
3,1,17,Non_oral_nasal,typing1.wav,TYPING,TYPING,1,4.136019945,4
3,1,18,Non_oral_nasal,typing4.wav,TYPING,TYPING,1,3.787683725,4
3,1,19,Oral_nasal,clearing_throat1.wav,CLEARING THROAT,CLEARING THROAT,1,2.81185317,4
3,1,20,Non_oral_nasal,cutting_food1.wav,CUTTING FOOD,CUTTING FOOD,1,8.438941002,2
3,2,21,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,2.240849257,1
3,2,22,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,1.888597965,1
3,2,23,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,2.811937094,0
3,2,24,Oral_nasal,swallowing4.wav,SWALLOWING,SWALLOWING,1,2.962003946,4
3,2,25,Non_oral_nasal,cutting_food4.wav,CUTTING FOOD,CUTTING FOOD,1,3.123193026,3
3,2,26,Oral_nasal,chewing_gum3.wav,CHEWING GUM,CHEWING GUM,1,6.644477129,4
3,2,27,Oral_nasal,breathing3.wav,BREATHING,BREATHING,1,2.55680418,4
3,2,28,Non_oral_nasal,typing2.wav,TYPING,TYPING,1,9.787284136,5
3,2,29,Oral_nasal,chewing_gum4.wav,CHEWING GUM,CHEWING GUM,1,2.337675095,5
3,2,30,Non_oral_nasal,dribbling_ball3.wav,DRIBBLING BALL,DRIBBLING BALL,1,3.646511078,2
