Sub,Block,Trial,SoundCategory,DistractorSound,SoundLabel,SoundID,SoundAccuracy,soundRT,AversiveRating
5,0,1,NA,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,16.31441212,0
5,0,2,NA,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,4.624397993,0
5,1,1,Non_oral_nasal,flipping_paper1.wav,FLIPPING PAPER,FLIPPING PAPER,1,5.21596694,0
5,1,2,Non_oral_nasal,flipping_paper3.wav,FLIPPING PAPER,FLIPPING PAPER,1,4.224631786,0
5,1,3,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,3.677211761,0
5,1,4,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,3.263286114,0
5,1,5,Non_oral_nasal,cutting_food2.wav,CUTTING FOOD,CUTTING FOOD,1,6.893730879,0
5,1,6,Non_oral_nasal,dribbling_ball1.wav,DRIBBLING BALL,DRIBBLING BALL,1,5.059530973,0
5,1,7,Oral_nasal,chewing_gum1.wav,CHEWING GUM,CHEWING GUM,1,4.463991165,0
5,1,8,Quiet,NA,NO SOUND,NO SOUND,1,2.888978958,0
5,1,9,Non_oral_nasal,typing2.wav,TYPING,TYPING,1,4.036458015,0
5,1,10,Quiet,NA,NO SOUND,NO SOUND,1,6.693069935,0
5,1,11,Oral_nasal,breathing1.wav,BREATHING,BREATHING,1,4.761668921,0
5,1,12,Non_oral_nasal,flipping_paper2.wav,FLIPPING PAPER,FLIPPING PAPER,1,4.842050076,0
5,1,13,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,3.031051874,0
5,1,14,Quiet,NA,NO SOUND,NO SOUND,1,6.253848791,0
5,1,15,Non_oral_nasal,cutting_food4.wav,CUTTING FOOD,CUTTING FOOD,1,5.779207945,0
5,1,16,Oral_nasal,clearing_throat2.wav,CLEARING THROAT,CLEARING THROAT,1,5.676393986,0
