Sub,Block,Trial,SoundCategory,DistractorSound,SoundLabel,SoundID,SoundAccuracy,soundRT,AversiveRating
6,0,1,NA,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,9.546718836,0
6,0,2,NA,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,3.295517921,0
6,1,1,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,2.989305973,0
6,1,2,Quiet,NA,NO SOUND,NO SOUND,1,3.005930424,0
6,1,3,Non_oral_nasal,dribbling_ball1.wav,DRIBBLING BALL,DRIBBLING BALL,1,4.076123953,1
6,1,4,Non_oral_nasal,typing2.wav,TYPING,TYPING,1,6.491379976,3
6,1,5,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,3.591660976,0
6,1,6,Non_oral_nasal,flipping_paper4.wav,FLIPPING PAPER,FLIPPING PAPER,1,3.438806772,1
6,1,7,Oral_nasal,breathing4.wav,BREATHING,BREATHING,1,5.694560051,3
6,1,8,Non_oral_nasal,cutting_food2.wav,CUTTING FOOD,CUTTING FOOD,1,5.159737825,0
6,1,9,Oral_nasal,swallowing3.wav,SWALLOWING,SWALLOWING,1,2.988775253,2
6,1,10,Oral_nasal,breathing3.wav,BREATHING,BREATHING,1,9.814423084,1
6,1,11,Oral_nasal,swallowing4.wav,SWALLOWING,SWALLOWING,1,3.08726716,3
6,1,12,Non_oral_nasal,flipping_paper1.wav,FLIPPING PAPER,FLIPPING PAPER,1,2.910646915,1
6,1,13,Oral_nasal,breathing1.wav,BREATHING,BREATHING,1,2.606077909,2
6,1,14,Oral_nasal,chewing_gum2.wav,CHEWING GUM,CHEWING GUM,1,5.688467026,4
6,1,15,Oral_nasal,clearing_throat3.wav,CLEARING THROAT,CLEARING THROAT,1,4.689513922,2
6,1,16,Non_oral_nasal,dribbling_ball2.wav,DRIBBLING BALL,DRIBBLING BALL,1,3.228295088,0
6,1,17,Oral_nasal,breathing2.wav,BREATHING,BREATHING,1,4.591403961,4
6,1,18,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,3.361557007,0
6,1,19,Non_oral_nasal,flipping_paper2.wav,FLIPPING PAPER,FLIPPING PAPER,1,2.677361012,2
6,1,20,Non_oral_nasal,typing4.wav,TYPING,TYPING,1,3.804512024,4
6,2,21,Oral_nasal,chewing_gum4.wav,CHEWING GUM,CHEWING GUM,1,4.38078618,3
6,2,22,Oral_nasal,chewing_gum3.wav,CHEWING GUM,CHEWING GUM,1,3.171761036,3
6,2,23,Oral_nasal,swallowing1.wav,SWALLOWING,SWALLOWING,1,2.594927073,3
6,2,24,Oral_nasal,clearing_throat4.wav,CLEARING THROAT,CLEARING THROAT,1,2.811105967,2
6,2,25,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,2.439121962,0
6,2,26,Non_oral_nasal,cutting_food3.wav,CUTTING FOOD,CUTTING FOOD,1,2.638167858,4
