Sub,Block,Trial,SoundCategory,DistractorSound,SoundLabel,SoundID,SoundAccuracy,soundRT,AversiveRating
15,0,1,NA,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,5.646676064,1
15,0,2,NA,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,3.075146914,1
15,1,1,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,3.901334047,1
15,1,2,Non_oral_nasal,cutting_food3.wav,CUTTING FOOD,CUTTING FOOD,1,8.004698277,2
15,1,3,Oral_nasal,chewing_gum2.wav,CHEWING GUM,CHEWING GUM,1,5.610377073,3
15,1,4,Quiet,NA,NO SOUND,NO SOUND,1,2.405266047,0
15,1,5,Oral_nasal,swallowing1.wav,SWALLOWING,SWALLOWING,1,3.099050999,4
15,1,6,Non_oral_nasal,cutting_food1.wav,CUTTING FOOD,CUTTING FOOD,1,7.918804169,2
15,1,7,Oral_nasal,breathing4.wav,BREATHING,BREATHING,1,4.774568319,5
15,1,8,Non_oral_nasal,flipping_paper1.wav,FLIPPING PAPER,FLIPPING PAPER,1,3.263624191,3
15,1,9,Oral_nasal,swallowing2.wav,SWALLOWING,SWALLOWING,1,3.405375004,4
15,1,10,Oral_nasal,swallowing3.wav,SWALLOWING,SWALLOWING,1,3.657768965,4
15,1,11,Non_oral_nasal,flipping_paper3.wav,FLIPPING PAPER,FLIPPING PAPER,1,4.075273275,2
15,1,12,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,2.398429871,1
15,1,13,Oral_nasal,breathing2.wav,BREATHING,BREATHING,1,3.529413223,5
15,1,14,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,2.800270796,1
15,1,15,Non_oral_nasal,dribbling_ball4.wav,DRIBBLING BALL,DRIBBLING BALL,1,3.217995167,1
15,1,16,Non_oral_nasal,typing1.wav,TYPING,TYPING,1,2.458986998,2
15,1,17,Oral_nasal,breathing1.wav,BREATHING,BREATHING,1,5.156877995,4
15,1,18,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,3.11224699,1
15,1,19,Quiet,NA,NO SOUND,NO SOUND,1,4.208065033,0
15,1,20,Non_oral_nasal,cutting_food4.wav,CUTTING FOOD,CUTTING FOOD,1,2.862662792,1
15,2,21,Oral_nasal,clearing_throat2.wav,CLEARING THROAT,CLEARING THROAT,1,4.919375181,3
15,2,22,Oral_nasal,clearing_throat1.wav,CLEARING THROAT,CLEARING THROAT,1,3.213165045,3
15,2,23,Non_oral_nasal,flipping_paper4.wav,FLIPPING PAPER,FLIPPING PAPER,1,4.904950142,1
15,2,24,Non_oral_nasal,typing4.wav,TYPING,TYPING,1,3.134624958,3
15,2,25,Non_oral_nasal,typing2.wav,TYPING,TYPING,1,2.957226038,2
15,2,26,Oral_nasal,clearing_throat3.wav,CLEARING THROAT,CLEARING THROAT,1,3.161385059,2
15,2,27,Oral_nasal,chewing_gum1.wav,CHEWING GUM,CHEWING GUM,1,6.242382765,5
15,2,28,Oral_nasal,clearing_throat4.wav,CLEARING THROAT,CLEARING THROAT,1,2.824649096,4
15,2,29,Non_oral_nasal,dribbling_ball2.wav,DRIBBLING BALL,DRIBBLING BALL,1,2.931603909,1
15,2,30,Oral_nasal,breathing3.wav,BREATHING,BREATHING,1,2.766278267,5
15,2,31,Non_oral_nasal,cutting_food2.wav,CUTTING FOOD,CUTTING FOOD,1,2.964923859,1
15,2,32,Quiet,NA,NO SOUND,NO SOUND,1,2.851961136,1
15,2,33,Oral_nasal,chewing_gum3.wav,CHEWING GUM,CHEWING GUM,1,2.763131142,4
15,2,34,Oral_nasal,chewing_gum4.wav,CHEWING GUM,CHEWING GUM,1,2.804826975,5
15,2,35,Quiet,NA,NO SOUND,NO SOUND,1,2.198288918,1
15,2,36,Non_oral_nasal,dribbling_ball3.wav,DRIBBLING BALL,DRIBBLING BALL,1,2.607582092,1
15,2,37,Non_oral_nasal,flipping_paper2.wav,FLIPPING PAPER,FLIPPING PAPER,1,2.652768135,2
15,2,38,Oral_nasal,swallowing4.wav,SWALLOWING,SWALLOWING,1,2.972571135,4
15,2,39,Non_oral_nasal,dribbling_ball1.wav,DRIBBLING BALL,DRIBBLING BALL,1,2.357859135,2
15,2,40,Non_oral_nasal,typing3.wav,TYPING,TYPING,1,2.599488974,2
15,3,41,Oral_nasal,swallowing4.wav,SWALLOWING,SWALLOWING,1,3.327681065,5
15,3,42,Quiet,NA,NO SOUND,NO SOUND,1,3.097824812,1
15,3,43,Quiet,NA,NO SOUND,NO SOUND,1,2.65107131,1
15,3,44,Oral_nasal,swallowing2.wav,SWALLOWING,SWALLOWING,1,3.066060066,4
15,3,45,Oral_nasal,chewing_gum1.wav,CHEWING GUM,CHEWING GUM,1,3.04358983,5
15,3,46,Non_oral_nasal,typing3.wav,TYPING,TYPING,1,2.950190067,2
15,3,47,Non_oral_nasal,flipping_paper1.wav,FLIPPING PAPER,FLIPPING PAPER,1,2.650467157,3
15,3,48,Non_oral_nasal,cutting_food4.wav,CUTTING FOOD,CUTTING FOOD,1,2.603766918,2
15,3,49,Oral_nasal,clearing_throat3.wav,CLEARING THROAT,CLEARING THROAT,1,3.217018843,2
15,3,50,Non_oral_nasal,cutting_food3.wav,CUTTING FOOD,CUTTING FOOD,1,2.405463219,2
15,3,51,Non_oral_nasal,typing4.wav,TYPING,TYPING,1,3.325970888,2
15,3,52,Oral_nasal,breathing2.wav,BREATHING,BREATHING,1,2.594171047,5
15,3,53,Quiet,NA,NO SOUND,NO SOUND,1,3.488623857,0
15,3,54,Non_oral_nasal,dribbling_ball3.wav,DRIBBLING BALL,DRIBBLING BALL,1,2.451604128,1
15,3,55,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,3.157747984,1
15,3,56,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,2.249719143,1
