Sub,Block,Trial,SoundCategory,DistractorSound,SoundLabel,SoundID,SoundAccuracy,soundRT,AversiveRating
21,0,1,NA,PinkNoise.wav,WHITE NOISE,NO SOUND,0,7.220645905,0
21,0,2,NA,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,3.185569763,0
21,1,1,Non_oral_nasal,dribbling_ball2.wav,DRIBBLING BALL,DRIBBLING BALL,1,3.743676901,0
21,1,2,Oral_nasal,breathing3.wav,BREATHING,BREATHING,1,10.76143479,0
21,1,3,Non_oral_nasal,typing2.wav,TYPING,TYPING,1,3.727401972,0
21,1,4,Oral_nasal,swallowing1.wav,SWALLOWING,SWALLOWING,1,3.493712902,0
21,1,5,Oral_nasal,swallowing4.wav,SWALLOWING,SWALLOWING,1,4.107750893,0
21,1,6,Quiet,NA,NO SOUND,NO SOUND,1,3.675683975,0
21,1,7,Non_oral_nasal,flipping_paper2.wav,FLIPPING PAPER,FLIPPING PAPER,1,3.756997824,0
21,1,8,Quiet,NA,NO SOUND,NO SOUND,1,2.910107136,0
21,1,9,Oral_nasal,chewing_gum3.wav,CHEWING GUM,CHEWING GUM,1,6.09605813,0
21,1,10,Non_oral_nasal,cutting_food4.wav,CUTTING FOOD,CUTTING FOOD,1,3.688907146,0
21,1,11,Oral_nasal,clearing_throat3.wav,CLEARING THROAT,CLEARING THROAT,1,3.290066957,0
21,1,12,Non_oral_nasal,dribbling_ball1.wav,DRIBBLING BALL,CUTTING FOOD,0,4.962377071,0
21,1,13,Oral_nasal,breathing2.wav,BREATHING,BREATHING,1,4.072186947,0
21,1,14,Non_oral_nasal,dribbling_ball3.wav,DRIBBLING BALL,DRIBBLING BALL,1,3.024283886,0
21,1,15,Quiet,NA,NO SOUND,NO SOUND,1,2.260735035,0
21,1,16,Oral_nasal,clearing_throat2.wav,CLEARING THROAT,CLEARING THROAT,1,5.716323853,0
21,1,17,Oral_nasal,breathing1.wav,BREATHING,BREATHING,1,3.460889101,0
21,1,18,Non_oral_nasal,dribbling_ball4.wav,DRIBBLING BALL,CUTTING FOOD,0,10.19478297,0
21,1,19,Oral_nasal,chewing_gum1.wav,CHEWING GUM,CHEWING GUM,1,3.771927118,0
21,1,20,Oral_nasal,swallowing2.wav,SWALLOWING,SWALLOWING,1,2.764575005,0
21,2,21,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,1.879188061,0
21,2,22,Oral_nasal,clearing_throat1.wav,CLEARING THROAT,CLEARING THROAT,1,3.956883907,0
21,2,23,Oral_nasal,breathing4.wav,BREATHING,BREATHING,1,3.237189054,0
21,2,24,Non_oral_nasal,cutting_food1.wav,CUTTING FOOD,CUTTING FOOD,1,3.688917875,0
21,2,25,Non_oral_nasal,typing3.wav,TYPING,TYPING,1,7.512536049,0
21,2,26,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,3.497595072,0
21,2,27,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,2.523474932,0
21,2,28,Oral_nasal,chewing_gum4.wav,CHEWING GUM,CHEWING GUM,1,3.90575695,0
21,2,29,Non_oral_nasal,flipping_paper3.wav,FLIPPING PAPER,FLIPPING PAPER,1,2.859210968,0
21,2,30,Non_oral_nasal,cutting_food2.wav,CUTTING FOOD,CUTTING FOOD,1,6.272903919,0
21,2,31,Non_oral_nasal,flipping_paper1.wav,FLIPPING PAPER,FLIPPING PAPER,1,3.409060001,0
21,2,32,Oral_nasal,chewing_gum2.wav,CHEWING GUM,CHEWING GUM,1,2.875570774,0
21,2,33,Non_oral_nasal,typing1.wav,TYPING,TYPING,1,7.235705137,0
21,2,34,Non_oral_nasal,flipping_paper4.wav,FLIPPING PAPER,FLIPPING PAPER,1,2.568022013,0
21,2,35,Oral_nasal,swallowing3.wav,SWALLOWING,SWALLOWING,1,2.205503941,0
21,2,36,Oral_nasal,clearing_throat4.wav,CLEARING THROAT,CLEARING THROAT,1,3.289553881,0
21,2,37,Quiet,NA,NO SOUND,NO SOUND,1,2.460968018,0
21,2,38,Non_oral_nasal,typing4.wav,TYPING,TYPING,1,5.117013931,0
21,2,39,Non_oral_nasal,cutting_food3.wav,CUTTING FOOD,CUTTING FOOD,1,3.8611691,0
21,2,40,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,2.472521782,0
21,3,41,Quiet,NA,NO SOUND,NO SOUND,1,2.025122166,0
21,3,42,Oral_nasal,clearing_throat1.wav,CLEARING THROAT,CLEARING THROAT,1,2.905703068,0
21,3,43,Non_oral_nasal,cutting_food1.wav,CUTTING FOOD,CUTTING FOOD,1,5.356040955,0
21,3,44,Oral_nasal,breathing2.wav,BREATHING,BREATHING,1,3.608080864,0
21,3,45,Oral_nasal,swallowing2.wav,SWALLOWING,SWALLOWING,1,2.895084143,0
21,3,46,Quiet,NA,NO SOUND,NO SOUND,1,2.260500908,0
21,3,47,Oral_nasal,swallowing1.wav,SWALLOWING,SWALLOWING,1,2.558082819,0
21,3,48,Oral_nasal,swallowing4.wav,SWALLOWING,SWALLOWING,1,3.245012045,0
21,3,49,Oral_nasal,chewing_gum1.wav,CHEWING GUM,CHEWING GUM,1,2.678254128,0
21,3,50,Non_oral_nasal,dribbling_ball3.wav,DRIBBLING BALL,DRIBBLING BALL,1,1.879830122,0
21,3,51,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,2.45895505,0
21,3,52,Non_oral_nasal,dribbling_ball2.wav,DRIBBLING BALL,DRIBBLING BALL,1,2.543700933,0
21,3,53,Non_oral_nasal,dribbling_ball1.wav,DRIBBLING BALL,DRIBBLING BALL,1,2.442951918,0
21,3,54,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,2.561731815,0
21,3,55,Oral_nasal,chewing_gum2.wav,CHEWING GUM,CHEWING GUM,1,3.344476938,0
21,3,56,Non_oral_nasal,flipping_paper1.wav,FLIPPING PAPER,FLIPPING PAPER,1,2.055330992,0
