Sub,Block,Trial,SoundCategory,DistractorSound,SoundLabel,SoundID,SoundAccuracy,soundRT,AversiveRating
4,0,1,NA,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,16.04752922,1
4,0,2,NA,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,6.57690382,1
4,1,1,Oral_nasal,swallowing4.wav,SWALLOWING,SWALLOWING,1,5.298662901,1
4,1,2,Oral_nasal,swallowing2.wav,SWALLOWING,SWALLOWING,1,3.505506039,0
4,1,3,Oral_nasal,swallowing1.wav,SWALLOWING,SWALLOWING,1,5.927788973,2
4,1,4,Oral_nasal,swallowing3.wav,SWALLOWING,SWALLOWING,1,8.312765121,1
4,1,5,Non_oral_nasal,flipping_paper4.wav,FLIPPING PAPER,FLIPPING PAPER,1,2.98190999,0
4,1,6,Quiet,NA,NO SOUND,NO SOUND,1,4.106633902,0
4,1,7,Quiet,NA,NO SOUND,NO SOUND,1,3.472429991,1
4,1,8,Oral_nasal,clearing_throat2.wav,CLEARING THROAT,CLEARING THROAT,1,3.153578043,2
4,1,9,Non_oral_nasal,cutting_food2.wav,CUTTING FOOD,CUTTING FOOD,1,9.943912268,0
4,1,10,Oral_nasal,clearing_throat4.wav,CLEARING THROAT,CLEARING THROAT,1,4.062137127,1
4,1,11,Oral_nasal,clearing_throat3.wav,CLEARING THROAT,CLEARING THROAT,1,5.876183033,0
4,1,12,Oral_nasal,breathing2.wav,BREATHING,BREATHING,1,8.762521982,4
4,1,13,Oral_nasal,clearing_throat1.wav,CLEARING THROAT,CLEARING THROAT,1,4.328382015,1
4,1,14,Non_oral_nasal,cutting_food3.wav,CUTTING FOOD,CUTTING FOOD,1,9.444983959,2
4,1,15,Non_oral_nasal,cutting_food1.wav,CUTTING FOOD,CUTTING FOOD,1,14.66140485,0
4,1,16,Non_oral_nasal,dribbling_ball4.wav,DRIBBLING BALL,DRIBBLING BALL,1,4.396213055,0
4,1,17,Oral_nasal,breathing1.wav,BREATHING,BREATHING,1,4.746586323,3
4,1,18,Non_oral_nasal,typing1.wav,TYPING,TYPING,1,2.821229935,0
4,1,19,Non_oral_nasal,dribbling_ball1.wav,DRIBBLING BALL,DRIBBLING BALL,1,2.989975929,1
4,1,20,Non_oral_nasal,dribbling_ball2.wav,DRIBBLING BALL,DRIBBLING BALL,1,3.438748837,2
4,2,21,Oral_nasal,chewing_gum2.wav,CHEWING GUM,CHEWING GUM,1,4.148659945,2
4,2,22,Oral_nasal,chewing_gum4.wav,CHEWING GUM,CHEWING GUM,1,3.039334059,3
4,2,23,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,2.239254951,2
4,2,24,Non_oral_nasal,dribbling_ball3.wav,DRIBBLING BALL,DRIBBLING BALL,1,3.761057138,0
4,2,25,Non_oral_nasal,typing2.wav,TYPING,TYPING,1,3.559262276,0
4,2,26,Oral_nasal,breathing3.wav,BREATHING,BREATHING,1,12.06174517,3
4,2,27,Oral_nasal,breathing4.wav,BREATHING,BREATHING,1,5.439863682,1
4,2,28,Non_oral_nasal,flipping_paper3.wav,FLIPPING PAPER,FLIPPING PAPER,1,4.021925211,0
4,2,29,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,11.84456134,1
4,2,30,Non_oral_nasal,cutting_food4.wav,CUTTING FOOD,CUTTING FOOD,1,13.87928987,0
4,2,31,Non_oral_nasal,flipping_paper1.wav,FLIPPING PAPER,FLIPPING PAPER,1,2.222310781,0
4,2,32,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,3.038548946,1
4,2,33,Oral_nasal,chewing_gum3.wav,CHEWING GUM,CHEWING GUM,1,3.411182642,2
4,2,34,Quiet,NA,NO SOUND,NO SOUND,1,3.255083084,1
4,2,35,Non_oral_nasal,typing4.wav,TYPING,TYPING,1,4.905643702,0
4,2,36,Quiet,NA,NO SOUND,NO SOUND,1,2.188336134,0
4,2,37,Non_oral_nasal,typing3.wav,TYPING,TYPING,1,4.571341991,0
4,2,38,Oral_nasal,chewing_gum1.wav,CHEWING GUM,CHEWING GUM,1,3.875180006,3
4,2,39,Non_oral_nasal,flipping_paper2.wav,FLIPPING PAPER,FLIPPING PAPER,1,2.972008944,0
4,2,40,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,3.120617867,1
4,3,41,Non_oral_nasal,typing4.wav,TYPING,TYPING,1,4.057027102,0
4,3,42,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,6.104127169,0
4,3,43,Quiet,NA,NO SOUND,NO SOUND,1,3.711905003,2
4,3,44,Oral_nasal,breathing4.wav,BREATHING,BREATHING,1,4.486745834,2
4,3,45,Quiet,NA,NO SOUND,NO SOUND,1,3.737596035,0
4,3,46,Non_oral_nasal,dribbling_ball1.wav,DRIBBLING BALL,DRIBBLING BALL,1,5.611814976,0
4,3,47,Non_oral_nasal,dribbling_ball4.wav,DRIBBLING BALL,DRIBBLING BALL,1,6.008318901,0
4,3,48,Oral_nasal,clearing_throat3.wav,CLEARING THROAT,CLEARING THROAT,1,2.821295738,0
4,3,49,Oral_nasal,clearing_throat4.wav,CLEARING THROAT,CLEARING THROAT,1,3.093671083,1
4,3,50,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,1.942981958,0
4,3,51,Non_oral_nasal,cutting_food1.wav,CUTTING FOOD,CUTTING FOOD,1,4.079586983,1
4,3,52,Oral_nasal,clearing_throat1.wav,CLEARING THROAT,CLEARING THROAT,1,4.079066038,0
4,3,53,Oral_nasal,chewing_gum4.wav,CHEWING GUM,CHEWING GUM,1,3.072482109,4
4,3,54,Non_oral_nasal,cutting_food2.wav,CUTTING FOOD,CUTTING FOOD,1,3.07193017,0
4,3,55,Oral_nasal,swallowing4.wav,SWALLOWING,SWALLOWING,1,4.955867767,1
4,3,56,Non_oral_nasal,typing3.wav,TYPING,TYPING,1,4.239722967,0
4,3,57,Oral_nasal,swallowing2.wav,SWALLOWING,SWALLOWING,1,2.769981861,1
4,3,58,Oral_nasal,breathing3.wav,BREATHING,BREATHING,1,5.325930595,2
4,3,59,Non_oral_nasal,typing2.wav,TYPING,TYPING,1,3.888517857,0
4,3,60,Non_oral_nasal,typing1.wav,TYPING,TYPING,1,3.186181068,0
4,4,61,Non_oral_nasal,dribbling_ball2.wav,DRIBBLING BALL,DRIBBLING BALL,1,3.756927013,2
4,4,62,Non_oral_nasal,flipping_paper4.wav,FLIPPING PAPER,FLIPPING PAPER,1,3.105376959,0
4,4,63,Oral_nasal,breathing1.wav,BREATHING,BREATHING,1,3.203850985,1
4,4,64,Oral_nasal,swallowing1.wav,SWALLOWING,SWALLOWING,1,3.53993392,3
4,4,65,Non_oral_nasal,flipping_paper3.wav,FLIPPING PAPER,FLIPPING PAPER,1,3.154567957,0
4,4,66,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,3.709741116,1
4,4,67,Non_oral_nasal,cutting_food3.wav,CUTTING FOOD,CUTTING FOOD,1,2.141670942,0
4,4,68,Quiet,NA,NO SOUND,NO SOUND,1,2.869217873,0
4,4,69,Non_oral_nasal,dribbling_ball3.wav,DRIBBLING BALL,DRIBBLING BALL,1,3.521332979,0
4,4,70,Oral_nasal,breathing2.wav,BREATHING,BREATHING,1,5.913482189,5
4,4,71,Non_oral_nasal,cutting_food4.wav,CUTTING FOOD,WHITE NOISE,0,12.72798967,0
4,4,72,Oral_nasal,chewing_gum2.wav,CHEWING GUM,CHEWING GUM,1,7.611017227,1
4,4,73,Oral_nasal,chewing_gum3.wav,CHEWING GUM,CHEWING GUM,1,2.322727919,2
4,4,74,Oral_nasal,clearing_throat2.wav,CLEARING THROAT,CLEARING THROAT,1,9.541791916,0
4,4,75,Oral_nasal,swallowing3.wav,SWALLOWING,SWALLOWING,1,3.871649027,1
4,4,76,Quiet,NA,NO SOUND,NO SOUND,1,3.137981892,0
4,4,77,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,3.940919161,0
4,4,78,Non_oral_nasal,flipping_paper2.wav,FLIPPING PAPER,FLIPPING PAPER,1,3.106607914,0
