Sub,Block,Trial,SoundCategory,DistractorSound,SoundLabel,SoundID,SoundAccuracy,soundRT,AversiveRating
13,0,1,NA,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,5.429084063,0
13,0,2,NA,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,2.691836119,0
13,1,1,Oral_nasal,breathing3.wav,BREATHING,BREATHING,1,6.074226141,2
13,1,2,Non_oral_nasal,flipping_paper3.wav,FLIPPING PAPER,FLIPPING PAPER,1,5.210226774,0
13,1,3,Non_oral_nasal,dribbling_ball1.wav,DRIBBLING BALL,DRIBBLING BALL,1,2.359471083,0
13,1,4,Non_oral_nasal,dribbling_ball2.wav,DRIBBLING BALL,DRIBBLING BALL,1,6.334702015,0
13,1,5,Non_oral_nasal,cutting_food1.wav,CUTTING FOOD,CUTTING FOOD,1,5.34582901,1
13,1,6,Oral_nasal,swallowing3.wav,SWALLOWING,SWALLOWING,1,4.029142857,2
13,1,7,Non_oral_nasal,flipping_paper4.wav,FLIPPING PAPER,FLIPPING PAPER,1,3.055693865,0
13,1,8,Quiet,NA,NO SOUND,NO SOUND,1,1.993883848,0
13,1,9,Quiet,NA,NO SOUND,NO SOUND,1,2.298984051,0
13,1,10,Oral_nasal,clearing_throat1.wav,CLEARING THROAT,CLEARING THROAT,1,3.521536112,0
13,1,11,Non_oral_nasal,cutting_food2.wav,CUTTING FOOD,CUTTING FOOD,1,3.355894089,1
13,1,12,Oral_nasal,clearing_throat2.wav,CLEARING THROAT,CLEARING THROAT,1,3.209388971,1
13,1,13,Non_oral_nasal,dribbling_ball3.wav,DRIBBLING BALL,DRIBBLING BALL,1,3.163448095,1
13,1,14,Oral_nasal,clearing_throat3.wav,CLEARING THROAT,CLEARING THROAT,1,2.526946068,1
13,1,15,Oral_nasal,chewing_gum1.wav,CHEWING GUM,CHEWING GUM,1,4.305046797,3
13,1,16,Non_oral_nasal,flipping_paper2.wav,FLIPPING PAPER,FLIPPING PAPER,1,2.208061934,1
13,1,17,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,2.675425053,2
13,1,18,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,2.711907864,1
13,1,19,Oral_nasal,swallowing2.wav,SWALLOWING,SWALLOWING,1,2.648672104,2
13,1,20,Oral_nasal,breathing4.wav,BREATHING,BREATHING,1,4.549193144,4
13,2,21,Non_oral_nasal,cutting_food3.wav,CUTTING FOOD,CUTTING FOOD,1,3.261394978,0
13,2,22,Quiet,NA,NO SOUND,NO SOUND,1,2.366822958,0
13,2,23,Non_oral_nasal,typing1.wav,TYPING,TYPING,1,2.353986025,1
13,2,24,Non_oral_nasal,typing4.wav,TYPING,TYPING,1,2.802238941,1
13,2,25,Non_oral_nasal,cutting_food4.wav,CUTTING FOOD,TYPING,0,7.317676783,0
13,2,26,Oral_nasal,chewing_gum4.wav,CHEWING GUM,CHEWING GUM,1,3.277053833,2
13,2,27,Non_oral_nasal,flipping_paper1.wav,FLIPPING PAPER,FLIPPING PAPER,1,2.527674675,1
13,2,28,Oral_nasal,clearing_throat4.wav,CLEARING THROAT,CLEARING THROAT,1,2.309406042,1
13,2,29,Quiet,NA,NO SOUND,NO SOUND,1,1.908016205,0
13,2,30,Oral_nasal,swallowing1.wav,SWALLOWING,SWALLOWING,1,2.718527794,2
13,2,31,Non_oral_nasal,typing2.wav,TYPING,TYPING,1,2.061085224,0
13,2,32,Oral_nasal,breathing1.wav,BREATHING,BREATHING,1,2.929886818,2
13,2,33,Oral_nasal,chewing_gum3.wav,CHEWING GUM,CHEWING GUM,1,5.041831255,1
13,2,34,Oral_nasal,swallowing4.wav,SWALLOWING,SWALLOWING,1,2.709851265,2
13,2,35,Non_oral_nasal,dribbling_ball4.wav,DRIBBLING BALL,DRIBBLING BALL,1,4.863106966,0
13,2,36,Non_oral_nasal,typing3.wav,TYPING,TYPING,1,2.457449913,1
13,2,37,Oral_nasal,breathing2.wav,BREATHING,BREATHING,1,4.130462885,3
13,2,38,Oral_nasal,chewing_gum2.wav,CHEWING GUM,CHEWING GUM,1,3.612215042,1
13,2,39,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,2.559697151,0
13,2,40,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,3.111573935,1
13,3,41,Non_oral_nasal,flipping_paper2.wav,FLIPPING PAPER,FLIPPING PAPER,1,1.950918913,0
13,3,42,Quiet,NA,NO SOUND,NO SOUND,1,2.062114,0
13,3,43,Oral_nasal,clearing_throat2.wav,CLEARING THROAT,CLEARING THROAT,1,2.056132793,0
13,3,44,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,1.710872889,1
13,3,45,Non_oral_nasal,dribbling_ball1.wav,DRIBBLING BALL,DRIBBLING BALL,1,3.461934805,0
13,3,46,Non_oral_nasal,flipping_paper4.wav,FLIPPING PAPER,FLIPPING PAPER,1,2.608718157,1
13,3,47,Non_oral_nasal,typing2.wav,TYPING,TYPING,1,2.416233063,0
13,3,48,Non_oral_nasal,cutting_food1.wav,CUTTING FOOD,CUTTING FOOD,1,2.559893847,1
13,3,49,Non_oral_nasal,cutting_food4.wav,CUTTING FOOD,FLIPPING PAPER,0,24.38061213,1
13,3,50,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,4.832480669,1
13,3,51,Non_oral_nasal,flipping_paper3.wav,FLIPPING PAPER,FLIPPING PAPER,1,2.247682095,1
13,3,52,Oral_nasal,clearing_throat3.wav,CLEARING THROAT,CLEARING THROAT,1,2.611413002,0
13,3,53,Oral_nasal,chewing_gum4.wav,CHEWING GUM,CHEWING GUM,1,2.612980843,1
13,3,54,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,2.15944767,1
13,3,55,Oral_nasal,breathing2.wav,BREATHING,BREATHING,1,2.947690964,3
13,3,56,Non_oral_nasal,typing3.wav,TYPING,TYPING,1,2.276455879,1
13,3,57,Oral_nasal,chewing_gum1.wav,CHEWING GUM,CHEWING GUM,1,2.392138004,2
13,3,58,Oral_nasal,chewing_gum3.wav,CHEWING GUM,CHEWING GUM,1,3.875277042,1
13,3,59,Oral_nasal,chewing_gum2.wav,CHEWING GUM,CHEWING GUM,1,2.881439924,1
13,3,60,Quiet,NA,NO SOUND,NO SOUND,1,2.230299234,0
13,4,61,Non_oral_nasal,dribbling_ball3.wav,DRIBBLING BALL,DRIBBLING BALL,1,2.057716131,0
13,4,62,Oral_nasal,breathing3.wav,BREATHING,BREATHING,1,3.104186773,2
13,4,63,Non_oral_nasal,dribbling_ball4.wav,DRIBBLING BALL,DRIBBLING BALL,1,3.300194979,0
13,4,64,Non_oral_nasal,typing1.wav,TYPING,TYPING,1,2.041152,1
13,4,65,White_noise,PinkNoise.wav,WHITE NOISE,WHITE NOISE,1,4.010887146,3
13,4,66,Oral_nasal,swallowing1.wav,SWALLOWING,SWALLOWING,1,2.442687988,2
13,4,67,Non_oral_nasal,cutting_food2.wav,CUTTING FOOD,CUTTING FOOD,1,2.175284863,1
13,4,68,Non_oral_nasal,dribbling_ball2.wav,DRIBBLING BALL,DRIBBLING BALL,1,3.066721916,1
13,4,69,Non_oral_nasal,typing4.wav,TYPING,TYPING,1,2.192024231,0
13,4,70,Oral_nasal,breathing1.wav,BREATHING,BREATHING,1,2.579033136,2
13,4,71,Oral_nasal,swallowing2.wav,SWALLOWING,SWALLOWING,1,2.457118034,2
13,4,72,Oral_nasal,clearing_throat1.wav,CLEARING THROAT,CLEARING THROAT,1,2.446191311,1
13,4,73,Oral_nasal,clearing_throat4.wav,CLEARING THROAT,CLEARING THROAT,1,2.965531111,0
13,4,74,Quiet,NA,NO SOUND,NO SOUND,1,2.411507845,0
13,4,75,Quiet,NA,NO SOUND,NO SOUND,1,2.001433134,0
13,4,76,Oral_nasal,swallowing3.wav,SWALLOWING,SWALLOWING,1,2.076473951,1
13,4,77,Non_oral_nasal,cutting_food3.wav,CUTTING FOOD,CUTTING FOOD,1,2.012346745,1
13,4,78,Oral_nasal,breathing4.wav,BREATHING,BREATHING,1,2.65831399,4
13,4,79,Oral_nasal,swallowing4.wav,SWALLOWING,SWALLOWING,1,4.467306137,1
13,4,80,Non_oral_nasal,flipping_paper1.wav,FLIPPING PAPER,FLIPPING PAPER,1,2.245419979,0
